City,Count
HOBOKEN,2
LEAWOOD,2
WEST HEMPSTEAD,2
NORTHBOROUGH,2
CANBY,2
YOUNGSTOWN,2
HAINESPORT,2
JACKSONVILLE BEACH,2
SANTA SUSANA,2
QUEEN CREEK,2
MISSION,2
WOOD DALE,2
PISMO BEACH,2
RODEO,2
NORTH BRUNSWICK,2
LEMOORE,2
CORNELL,2
CRESTON,2
PLAINVIEW,2
FOXBORO,2
MOUNT VERNON,2
KINGSPORT,2
ATHERTON,2
MCMINNVILLE,2
BECKLEY,2
CHATHAM,2
TWINSBURG,2
WAUNAKEE,2
BLAINE,2
WOODS CROSS,2
BULLHEAD CITY,2
YARMOUTH,2
ORLAND,2
BLUFFTON,2
TOMBALL,2
ROGERS,2
SHARONVILLE,2
CORTLANDT MANOR,2
RANDOLPH,2
FORNEY,2
MEQUON,2
EAST MEADOW,2
WYOMING,2
YUBA CITY,2
BELOIT,2
RICHFIELD,2
PINEVILLE,2
WINSTON SALEM,2
CASTLE ROCK,2
TUSCALOOSA,2
EDEN,2
FLUSHING,2
NAMPA,2
BERKELEY LAKE,2
WEST HARTFORD,2
BOHEMIA,2
DENTON,2
STILLWATER,2
FAIRBORN,2
SOUTHBURY,2
MORRIS PLAINS,2
MARCH AIR RESERVE BASE,2
DAVIE,2
KINGSBURG,2
BENSON,2
WEST ALLIS,2
WAILUKU,2
AIRMONT,2
DIXON,2
LEAGUE CITY,2
AMSTERDAM,2
PULLMAN,2
VALLEY SPRINGS,2
SLIDELL,2
OCEANO,2
CAMINO,2
LEBANON,2
SPRINGVILLE,2
CATHEDRAL CTY,2
ABERNATHY,2
SNOHOMISH,2
MIAMI LAKES,2
BILLERICA,2
SHAKOPEE,2
TRABUCO CYN,2
ROCKLEIGH,2
SAINT-LAURENT,2
LEICESTER,1
"RICHMOND, BC",1
PIERRE,1
FREELAND,1
WESTLAKE,1
CANTIL,1
RANCHO PARK,1
BATTLE CREEK,1
FLINT,1
WEXFORD,1
EAST GREENWICH,1
WILSON,1
GREENBELT,1
ROCK SPRINGS,1
FALMOUTH,1
SHADY SHORES,1
LAVEEN,1
ENTERPRISE,1
TOWNSBURG,1
MAPLETON,1
PAHALA,1
KINGSTON,1
HOOVER,1
BONITA SPRINGS,1
GORMAN,1
WESTERLY,1
WILLOWBROOK,1
ST CATHARINES ONTARIO L2N 1L2,1
ISLA VISTA,1
MABELVALE,1
SN BERNRDNO,1
BRESSIEUX,1
SWANTON,1
WALPOLE,1
SOUTH BRISTOL,1
BRIDGEPORT,1
HENLEY ON THAMES RG9 3BL,1
TONAWANDA,1
LAKE ST LOUIS,1
YPSILANTI,1
NEW LENOX,1
BAYFIELD,1
WARMINSTER,1
TULALIP,1
GREENPORT,1
BRATTLEBORO,1
POTTER VALLEY,1
CHULUOTA,1
KOBENHAVN,1
FRANKLIN LAKES,1
CHESTERBROOK,1
PFLUGERVILLE,1
WAUSAU,1
CHIPPEWA FALLS,1
CADILLAC,1
NORTH KINGSTOWN,1
SUITLAND,1
WILSONVILLE,1
GARY,1
BUHLER,1
CHALK RIVER,1
HOLLADAY,1
WALNUT GROVE,1
WEST SPRINGFIELD,1
SIKESTON,1
SAN ANGELO,1
WEST DEPTFORD,1
KURTISTOWN,1
EULESS,1
WINNIPEG MB R2LOX3,1
HIGHLAND FALLS,1
NEW FAIRFIELD,1
IDLEWYLDE,1
"KHLONG-TOEY, BANGKOK",1
MORRISON,1
SEASIDE,1
SOUTH WINDSOR,1
MICANOPY,1
MAMARONECK,1
HARDY,1
NEW SMYRNA BEACH,1
CORVALLIS,1
ENNIS,1
AVONDALE,1
LEMONT,1
GLENCOE,1
PELHAM,1
GARNER,1
NIANTIC,1
CHICOPEE,1
CLARK FORK,1
WISCONSIN RAPIDS,1
MIDVALE,1
ISLAMORADA,1
POST FALLS,1
GRANBAY,1
WICKLIFFE,1
SAPULPA,1
LAGRANGE,1
SANTA ROSA VA,1
SAN ANSELMO,1
BLOOMINGBURG,1
GREELEY,1
HARLOWTON,1
SEDRO WOOLLEY,1
TAYLORS,1
BANGOR,1
BARTLESVILLE,1
GIBSONIA,1
ROWLAND HGTS,1
FAIRBURN,1
TRAVERSE CITY,1
MOUNTVILLE,1
WEEKI WACHEE,1
RIESEL,1
NOBLE,1
DARLINGTON,1
NORTH READING,1
BAY HARBOR ISLANDS,1
TREMONTON,1
EAST STROUDSBURG,1
COPPEROPOLIS,1
DANIA,1
HUDSONVILLE,1
MILLER PLACE,1
MYERSVILLE,1
YELM,1
ELMHURST,1
JESSUP,1
"TORONTO, ON  M5V 1K4 CANADA",1
ANGLETON,1
RACINE,1
SANDWICH,1
SOUTH RIVER,1
CREAM RIDGE,1
"VANCOUVER, BC V6G1A5",1
SOUTH LYON,1
OPA LOCKA,1
MINERVA,1
JEANERETTE,1
HARBOR PLACE,1
LITITZ,1
HERSHEY,1
RCH CUCAMONGA,1
VICTORIA BC V8W 1T7,1
WENATCHEE,1
CAPRISTRANO BEACH,1
WHEATON,1
WELLSVILLE,1
CALVERTON,1
PLATTE CITY,1
BURLESON,1
BLAUVELT,1
LINDENWOLD,1
RESEARCH TRIANGLE PARK,1
GRANVILLE,1
DURANT,1
GROTON,1
"NORTH VANCOUVER,  B.C.",1
MANTEO,1
TALLASSEE,1
WHEELING,1
HOLLISTON,1
MECCA,1
MOUNTAIN CENTER,1
ZELIENOPLE,1
GIG HARBOR,1
CEDAR LAKE,1
SUISUN CITY,1
PARADISE VALLEY,1
MATTHEWS,1
HANOVER TOWNSHIP,1
SUPERIOR,1
SEVEN POINTS,1
WETHERSFIELD,1
STEVINSON,1
DETROIT LAKES,1
COTATI,1
POLLOCK PINES,1
HYANNIS,1
BERLIN,1
NORTH BELLMORE,1
DICKSON,1
WEST VALLEY,1
OSTERVILLE,1
GREENFIELD,1
WATTS,1
SAUGERTIES,1
VICTOR,1
INVER GROVE HEIGHTS,1
MI,1
"CALGARY, AB T2P 2Y5",1
OAKLAND GARDENS,1
QUEENS CREEK,1
HAILEY,1
GRESHAM,1
TIGARD,1
NORTHGLENN,1
CAMDEN LONDON WC1A 1JJ,1
OGDENSBURG,1
MENDOTA HEIGHTS,1
"MINATO-KU, TOKYO, JAPAN",1
TEWKSBURY,1
YREKA,1
INWOOD,1
CORCORAN,1
FOREST GROVE,1
STAR,1
KOBE HYOGO-KEN,1
LAMIRADA,1
SOUTHERN PINES,1
HUNTINGTON STATION,1
UPPER DARBY,1
DAGGETT,1
"LONDON, ENGLAND SW9 6DE",1
CEDAR PARK,1
ALTOONA,1
NORTHLAKE,1
DOCKLANDS VIC 3008,1
ELKO,1
WEATOGUE,1
LAWRENCE TOWNSHIP,1
FORT BRAGG,1
"ROMFORD, ESSEX RM1 4LH",1
NORTH HOLLWOOD,1
ARCADE,1
APACHE JUNCTION,1
IONE,1
ROXBURY CROSSING,1
MANHASSET,1
DORCHESTER,1
HARLINGEN,1
PEARL,1
"1119RA, SCHIPHOL RIJK,",1
PRICE,1
MONETA,1
KENNERDELL,1
WINDER,1
HALF MOON BAY,1
UNION GROVE,1
SALINA,1
HUFFMAN,1
FUQUAY VARINA,1
STATELINE,1
PENNGROVE,1
IRONDALE,1
HANOVER PARK,1
ROSEBURG,1
FRONT ROYAL,1
OCEAN,1
FALLON,1
SOUTH BARRINGTON,1
ST GEORGE,1
GREAT BEND,1
CULPEPER,1
BLUEFIELD,1
RAYMORE,1
KETTERING,1
ELLISVILLE,1
LILLINGTON,1
COCOA,1
LITTLESTOWN,1
07745 JENA,1
OAKLEY,1
"VICTORIA, BC",1
EDMONTON,1
CUMBERLAND,1
ELK GROVE VLG,1
ROOSEVELT,1
BORING,1
ORTING,1
CORDOVA,1
NOLENSVILLE,1
RIVERBANK,1
CARNEGIE,1
FALL RIVER,1
VILLA RICA,1
FINKSBURG,1
HARAHAN,1
GALLOWAY,1
WEST VANCOUVER,1
ACWORTH,1
CENTER VALLEY,1
ROBINSON,1
OWOSSO,1
LA CROSSE,1
REYNOLDSVILLE,1
ANKENY,1
MCHENRY,1
PLEASANT VIEW,1
CATONSVILLE,1
SUN LAND,1
STEVENS POINT,1
LEHIGH ACRES,1
NEW CARLISLE,1
HACKETTSTOWN,1
STREATOR,1
NORTHPORT,1
PLANTATION,1
"MONTRÉAL, QC H4Z 1G8, CANADA",1
PEARLAND,1
YARDLEY,1
ALKMAAR,1
CHARLTON,1
BLACKFOOT,1
LAKE BUENA VISTA,1
RYE,1
BROOKINGS,1
OLMSTED TWP,1
FARIBAULT,1
HATBORO,1
LITHONIA,1
HAVILAH,1
RED HOOK,1
TOKYO,1
GRAWN,1
COMMERCE TOWNSHIP,1
SOUTH WEBER,1
AMESBURY,1
GRANTS PASS,1
SEALY,1
WEST,1
BROADVIEW,1
LIGHTHOUSE POINT,1
"AJELTAKE ISLAND, MAJURO",1
MILLINGTON,1
PORT CRANE,1
PAONIA,1
GLENOLDEN,1
WEST SENECA,1
NICHOLASVILLE,1
MOUNT SHASTA,1
HATHAWAY PINES,1
WEST DES MOINES,1
RAYNHAM,1
GUASTI,1
ZIONSVILLE,1
VANCOUVER BC  V6E  4A2,1
BREMERTON,1
ELMONT,1
"FELIXSTOWE, SUFFOLK",1
NEW CITY,1
FARNBOROUGH GU14 7PW,1
GRIFFIN,1
ANSAN-SI GYEONGGI-DO,1
VERGENNES,1
MONTEAGLE,1
INDIAN HARBOUR BEACH,1
LORTON,1
COLLIERVILLE,1
BOUNTIFUL,1
WANTAGH,1
SAINT HELENA,1
JAMUL,1
NANUET,1
LITCHFIELD PARK,1
ST PAUL,1
FLAT ROCK,1
WILKINSBURG,1
WEST WAREHAM,1
STEPHENS CITY,1
ARDEN,1
"TSING YI, N.T.  HONGKONG",1
EAST WINDSOR,1
MILSONS POINT NEW SOUTH WALES,1
EXPORT,1
LEWIS CENTER,1
ABINGDON,1
MEDINA,1
AVERY ISLAND,1
DOWNINGTOWN,1
HUGHESVILLE,1
KLAMATH FALLS,1
NORTH LAWRENCE,1
HORSEHEADS,1
CHAMBLEE,1
SELMA,1
LAKE LOS ANGELES,1
WACO,1
KAMUELA,1
BIGFORK,1
TORONTO ONTARIO M4C3P5,1
CASTLE PINES,1
WAITSFIELD,1
EDGARTOWN,1
NORTH BILLERICA,1
"GALIANO ISLAND, BC V0N1P0",1
WHITEFISH,1
ETIWANDA,1
NORTH SYRACUSE,1
ORANGE CITY,1
NINEVEH,1
KEARNY,1
MITCHELL,1
KANGNAMKU SEOUL,1
RICE LAKE,1
GRIMES,1
BEECHER,1
VAN BUREN,1
WOLFEBORO,1
BELL FLOWER,1
ST BRUNO QUEBEC J3V 3P8,1
EDWARDS AFB,1
POTTSTOWN,1
STATESBORO,1
HELENA,1
MT PLEASANT,1
00148 ROME ITALY,1
DRIPPING SPRINGS,1
WAPAKONETA,1
VANDALIA,1
HILLSIDE,1
NINE MILE FALLS,1
DERRY,1
SPRING GROVE,1
ZEELAND,1
ZENDA,1
CLIFTON HEIGHTS,1
"NOGOAKA, NIIGATA",1
SOUTH JACKSONVILLE,1
PRAIRIE VILLAGE,1
EDINA,1
DOUGLASVILLE,1
MONTGOMERY VILLAGE,1
SEATAC,1
FOUNTAIN HILLS,1
PERTH AMBOY,1
WELDON SPRING,1
LAKE BLUFF,1
COWES,1
WADDELL,1
WHITE CITY,1
SYCAMORE,1
E PALMDALE,1
WINTERSET,1
CUMMING,1
RANCHO STA MARG,1
INYOKERN,1
INDIANOLA,1
COCOA BEACH,1
GREENE,1
SPRINGBORO,1
OAKBROOK TERRACE,1
RADNOR,1
ALVISO,1
PLAIN CITY,1
BERKELEY HEIGHTS,1
WALDRON,1
MONT-ROYAL QUEBEC H3P 3C8,1
ALBERS,1
COOLIDGE,1
LOGANVILLE,1
WALKERSVILLE,1
PARMA,1
LANOKA HARBOR,1
"COQUITLAM, BC V3C 3T5",1
NEW WINDSOR,1
LIHUE,1
SMYMA,1
LAKEWOOD RANCH,1
CHASKA,1
MIDDLEBURG,1
BRYAN,1
GRAND ISLAND,1
LOS BANOS,1
"GWANGJIN-RO, SEOUL",1
OREGON CITY,1
LORAIN,1
SHELBY,1
BROUSSARD,1
NORTH OLMSTED,1
KEYPORT,1
RED BLUFF,1
ABBOTT PARK,1
LEE,1
SOUTH PLAINFIELD,1
EAST BRUNSWICK,1
ALSIP,1
DUXBURY,1
SOUTH BURLINGTON,1
CENTRAL POINT,1
SANDISFIELD,1
CARUTHERS,1
PALOS VERDES,1
VINE GROVE,1
URBANA,1
LEOLA,1
DATIL,1
PEARL RIVER,1
STREETSBORO,1
NEWPORT NEWS,1
NORTH TONAWANDA,1
NEW BEDFORD,1
GABBS,1
CAPE VINCENT,1
THEODORE,1
TENAFLY,1
SUN VILLAGE,1
OLD HICKORY,1
CHAPEL HILL,1
LONDON W1S 1BD,1
SWANSEA,1
GLADEWATER,1
MURRYSVILLE,1
LIBERTY HILL,1
BAGLEY LANE,1
SMITHFIELD,1
HOOFDDORP,1
"MARKHAM, ONTARIO",1
CONIFER,1
CHERRY HILLS VILLAGE,1
LAUREL,1
TORONTO ONTARIO CANADA,1
TYLERTOWN,1
"COALDALE, ALBERTA",1
OWENS X RDS,1
UNIONDALE,1
PORTMOUTH,1
YORKVILLE,1
SAINT LOUIS PARK,1
ALVARADO,1
BLACKSBURG,1
NORTH VANCOUVER BC V7P1R2,1
N MASSAPEQUA,1
WACONIA,1
"BURNABY, BC V5G 0B8",1
SCHKEUDITZ,1
BUZZARDS BAY,1
EAST HARTFORD,1
ANTELOPE,1
TECATE,1
WAUKEGAN,1
MOOSIC,1
HINCKLEY,1
BENJAMIN,1
"OAKVILLE, ON L6L 0G2",1
GARLAND,1
"MINATO KU, TOKYO",1
AMERICUS,1
IRA,1
GANJINGZI DISTRICT DALIAN,1
TALLMADGE,1
TUPMAN,1
WILLOWS,1
SYMAR,1
"TORONTO, ON M6C 1C3",1
SANDSTON,1
"OTTAWA, ONTARIO",1
ARGYLE,1
HUMAROCK,1
WESTHAMPTON BEACH,1
BURLEY,1
CLAIRTON,1
YORKTOWN,1
LAUGHLIN,1
FT LAUDERDALE,1
SUFFERN,1
LEWISTON,1
"BRISBANE, QLD 4006",1
IDABEL,1
ZANESVILLE,1
MONTGOMERYVILLE,1
ORANGEBURG,1
WEST CHICAGO,1
MAYFIELD,1
LETHBRIDGE AB,1
LARCHMONT,1
TRINIDAD,1
N CHELMSFORD,1
"KELOWNA, BC V1Y 9N7, CANADA",1
HOFFMAN ESTATES,1
PINOLE,1
SOUTHINGTON,1
COPAKE,1
COLONIA,1
ANDREWS,1
NEW HAMPTON,1
CAMP PENDLETON,1
DULZURA,1
BARI,1
WHITBY ONTARIO LIN6K9,1
PARIS,1
PORT MATILDA,1
HIALEAH,1
DEBARY,1
"MISSISSAUGA, ONTARIO",1
WHITE DEER,1
JAMESBURG,1
"QUEBEC, MONTREAL, H4Z1M1",1
HUERTH       GERMANY,1
DALTON GARDENS,1
MOSCOW,1
AVENEL,1
HUGO,1
WINONA,1
BALDWIN,1
MACEDONIA,1
BOWLING GREEN,1
S BURLINGTON,1
GAUTIER,1
LUCERNE VLY,1
OLIN,1
SULLIVANS ISLAND,1
RONKONKOMA,1
BRAMPTON ONTARIO L6T 4H6,1
RYE BROOK,1
FAIRHOPE,1
HARMONY,1
CHARLOTTETOWN  PE,1
SUCHES,1
BROKEN ARROW,1
HOUMA,1
BRUSSELS BELGIUM,1
NO-3194 HORTEN,1
HALLANDALE,1
"VANCOUVER, BC V7W2P2",1
HAUULA,1
"HAWKESBURY, ONT",1
LAVAL QUEBEC H7P6C5,1
DFW AIRPORT,1
HOLMES BEACH,1
SILVER SPRINGS,1
CALGARY,1
NORTH HOLLYWOOE,1
LOCUST VALLEY,1
MOSINEE,1
COLCHESTER,1
WAKEFIELD,1
VERDI,1
LULING,1
MARANA,1
BARTONVILLE,1
SHALLOTTE,1
GAFFNEY,1
POMPTON PLAINS,1
N. LAS VEGAS,1
CAMBRIDGE ONTARIO,1
WINDSOR LOCKS,1
MERRITT IS,1
HOMESTEAD,1
DUCOR,1
LAND O LAKES,1
MADRID,1
"TORONTO, ON, M5C 2V6",1
ROUND TOP,1
NORTH YORK,1
"TORONTO, ONTARIO M5J 1A1",1
201 KOPAVOGUR,1
SACHSE,1
HALTOM CITY,1
WEST VALLEY CITY,1
CHANNELVIEW,1
ODESSA,1
ROMEOVILLE,1
OLD GREENWICH,1
SAUCIER,1
DISTRICT HEIGHTS,1
MILLERSVILLE,1
ACCORD,1
MANASQUAN,1
CHOWCHILLA,1
HIGH POINT,1
WILLIAMS,1
MARIA DEL REY,1
DUNKIRK,1
TORONTO ON M5V3G2,1
BARRIE ONTARIO,1
WITTNEKA,1
MARTIN,1
LAKELAND,1
OTTAWA,1
MARBLEHEAD,1
MISSOURI CITY,1
TALLADEGA,1
MAHOMET,1
KITCHENER,1
SURREY BC,1
HAMMOND,1
CHEHALIS,1
TRONA,1
HAVANA,1
MARSEILLE,1
LAS CRUCES,1
MONONGAHELA,1
CHADWICK,1
PORTAGE,1
TAHOE CITY,1
WEST CONCORD,1
BATAVIA,1
CLACKAMAS,1
EAST NORRITON,1
KIHEI,1
VARNVILLE,1
DE SOTO,1
W LOS ANGELES,1
WATERVLIET,1
TARRYTOWN,1
DENISON,1
WOODSIDE,1
BORON,1
CREEDMOOR,1
EAST PROVIDENCE,1
BONDURANT,1
ST-GEORGES QUEBEC G5Y 0H1,1
KYIV 02000,1
KERNERSVILLE,1
PARIS FRANCE DNA,1
OWENSBORO,1
SPRECKELS,1
POCATELLO,1
HAW RIVER,1
KAILUA KONA,1
SAG HARBOR,1
EXCELSIOR,1
TELLURIDE,1
INLET BEACH,1
LUTHERVILLE,1
REDFORD,1
DEVORE HEIGHTS,1
LOYALTON,1
MONTREAL,1
OAKWOOD VILLAGE,1
N LITTLE ROCK,1
JOHNSBURG,1
EL TORO,1
ALLEN,1
GORDONSVILLE,1
SOUTH PETALUMA,1
CHANGZHOU JIANGSU 213003,1
"LEWES, EAST SUSSEX, BN86JL",1
DILLSBURG,1
WILLOWICK,1
MINERAL WELLS,1
FOREST PARK,1
CENTERVILLE,1
MOUNT MORRIS,1
DADE CITY,1
DOMINGUEZ,1
KILLEEN,1
MUNSTER,1
FREMONT VALLEY,1
MONROEVILLE,1
WEST HAVEN,1
MEADOW VISTA,1
PALM SPRING,1
W ENTRANCE WATERLOO ONTARIO,1
VANDERGRIFT,1
"AURORA, ONTARIO",1
BARGERSVILLE,1
GUERNEVILLE,1
N HILLS,1
W HENRIETTA,1
PADUCAH,1
DELAVAN,1
BELLEVILLE ONTARIO K8N OA3,1
FORT PAYNE,1
MARENGO,1
MILLERSBURG,1
OLD CHATHAM,1
SAVOY,1
ASTON,1
HALFMOON,1
CRESCENT CITY,1
HILMAR,1
MAITLAND,1
CAMPBELL HALL,1
BOXBOROUGH,1
ALBION,1
PLUMAS LAKE,1
MORTON GROVE,1
LATROBE,1
TETERBORO,1
MARCELINE,1
"BUSINESS BAY, DUBAI, UAE   PO",1
CONOVER,1
SURFSIDE BEACH,1
BARRIE ON L4N 6E5,1
PEORIA HEIGHTS,1
SHENANDOAH,1
CENTENNIAL TOWER,1
BEIT SHEMESH,1
EAST BRISBANE QLD 4169,1
BROWNS VALLEY,1
NOKESVILLE,1
PERRYSBURG,1
SHOREWOOD,1
SALTON CITY,1
FLEETWOOD,1
CARMI,1
PAPILLION,1
UPPER SANDUSKY,1
EVERGREEN,1
TENVIKVEIEN,1
PITTSFORD,1
WINTER GARDEN,1
"PICKERING, ONTARIO, L1W3V3",1
"VANCOUVER, BC V6B",1
ST LAURENT H4S 1J2,1
QUAIL VALLEY,1
TEQUESTA,1
COALVILLE,1
HURST,1
FOREST HILL,1
PLAINVILLE,1
EASTSOUND,1
UNIVERSITY CITY,1
SHEDD,1
CUYAMA,1
"EDMONTON, ALBERTA T5J3S4",1
ESOPUS,1
TORONTO  ONTARIO    M5V3J6,1
CALIPATRIA,1
BLOOMINGDALE,1
BELLWOOD,1
"TAIPEI, TAIWAN",1
"VANCOUVER, BC V5T 1R6",1
"TUAS LOT, 639107",1
SHOKAN,1
LUDLOW,1
RUTHERFORD,1
LONDON SW/W OBD,1
TELFORD,1
WINDSOR BERKSHIRE,1
NEW CANAAN,1
BETTENDORF,1
GUELPH ONTARIO,1
PALM BEACH GARDENS,1
SURPRISE,1
MILWAUKIE,1
KERSEY,1
DANVERS,1
BOURBONNAIS,1
NORTH FORT MYERS,1
NEEDLES,1
DELAND,1
WESTMONT,1
WATERLOO ON,1
N TONAWANDA,1
BELLEFONTAINE,1
WYNNEWOOD,1
CORBETT,1
CAMERON,1
LANDOVER,1
UTOPIA,1
JUNCTION CITY,1
PAHOA,1
HENEFER,1
WILLOUGHBY HILLS,1
"VANCOUVER, BC, V6B4N6",1
MOUNT SINAI,1
GLENDALE HEIGHTS,1
SOUTHGATE,1
HAZLETON,1
FAWNSKIN,1
SAVAGE,1
MCKEESPORT,1
CALABASA,1
CRESTWOOD,1
LYNDEN,1
NEW HOLLAND,1
LOS  ANGELES,1
SAGAPONACK,1
NEW ALBANY,1
ELLSWORTH,1
DELAWARE,1
SMARTSVILLE,1
THOMASVILLE,1
LITTLE COMPTON,1
CROSS ROADS,1
MONTREAL QUEBEC H4E 1AZ,1
MASHPEE,1
"SURREY, BC V3W 2X8",1
AVE MARIA,1
WASHOE VALLEY,1
"LONDON, ENGLAND NW6 2HE",1
SAN PEDROA,1
GLEN CARBON,1
BONNEY LAKE,1
BROOKHAVEN,1
"NORTH YORK, ON M2J4V6",1
FIFE,1
PIPERTON,1
ARAPAHOE,1
LAKE WALES,1
ISSAQUAH,1
WELCOME,1
MONETT,1
CTY OF CMMRCE,1
IRVINGTON,1
ELKRIDGE,1
PLEASANT PR,1
LOS ANGELS,1
MANTON,1
COLUMBIA FALLS,1
DALTON,1
UPPER SADDLE RIVER,1
LAKE ISABELLA,1
PEYTON,1
EUREKA,1
JENSEN BEACH,1
DUNEDIN,1
CLARKSTON,1
STANFIELD,1
FLAGSTAFF,1
"1911 FREDERIKSBERG, COPENHAGEN",1
CALHOUN,1
ANNISTON,1
"TORONTO, ONTARIO",1
NEEDHAM HEIGHTS,1
MACON,1
HERCULES,1
PORT ORANGE,1
SYLVANIA,1
ZELIENDOPLE,1
SWIFTWATER,1
PAYSON,1
CLINTON,1
NEW ROCHELLE,1
MERIDEN,1
VITACURA SANTIAGO,1
MAPLE SHADE,1
GRAIN VALLEY,1
MILLSBORO,1
CARPENTERSVILLE,1
LONDON E1W3HA ENGLAND,1
LIVERPOOL,1
BOSQUE FARMS,1
ANDES,1
GARNET VALLEY,1
HIXSON,1
CERRILLOS,1
AUDUBON,1
LONDON W4 2PD,1
BETHANY BEACH,1
LEIMERT PARK,1
BLACKWOOD,1
YOUNTVILLE,1
MIDDLEBORO,1
HYATTSVILLE,1
CINNAMINSON,1
SAND COULEE,1
TOHAJIILEE,1
NORTHAMPTON,1
SAINT CHARLES,1
LAKE VILLA,1
IRMO,1
WEST LAKE VILLAGE,1
"CALGARY, AB T2P 4L4",1
BERTHOUD,1
WORTHINGTON,1
PALM CITY,1
GRATZ,1
CORNING,1
EAST AURORA,1
MONCLAIR,1
MARQUETTE,1
WESTBURY,1
MTL QCHIA 3 N 6,1
NIWOT,1
OSHKOSH,1
ISELIN,1
BAY MINETTE,1
TREVOSE,1
ROYSTON,1
WAPPINGERS FALLS,1
WHITEHOUSE STATION,1
MAYVILLE,1
HAZLE TOWNSHIP,1
SOUTH HOLLAND,1
ROCKLAND,1
ANTHONY,1
RED HILL,1
"ETOBICOKE, ON M8Z",1
COOPERSBURG,1
NORTH RIDGE,1
EAST WEYMOUTH,1
ZADAR,1
LEWISBURG,1
PENROSE,1
EL MIRAGE,1
TERMINAL ISLAND,1
DARIEN,1
"YONGIN-SI, GYEONGGI=-DO",1
LA PORTE,1
ALTON,1
"NEWMARKET, ON L3Y7B5",1
ESSEX,1
CAIHUYING FENGTAI DISTRICT BEI,1
CHESTERLAND,1
ROANOKE,1
SIDNEY,1
SEARCY,1
NEVADA,1
CORAOPOLIS,1
WHITSETT,1
ELYRIA,1
DECORAH,1
ROCKAWAY,1
COLORADO SPGS,1
QUANTICO,1
SHIPPENSBURG,1
LONG BRANCH,1
ESPARTO,1
SUMMERLAND,1
BEAVERCREEK,1
SAN TAN VALLEY,1
CAMP VERDE,1
AJELTAKE ISLAND MAJURO,1
OLEAN,1
STEVENSVILLE,1
JONES MILLES,1
29 PALMS,1
VANCOUVER BC V6J 3B1,1
NEPTUNE,1
"RICHMOND HILL, CANADA L4B 3B3",1
NORTH HAVEN,1
MARINA,1
WALKER,1
GLENVIEW,1
CAMP PENDELTON,1
DELSON QC,1
SCHILLER PARK,1
RIDLEY PARK,1
FOWLERVILLE,1
NORTH MANKATO,1
ABERDEEN,1
NOTTINGHAM,1
EPSOM,1
BIG BEAR,1
SAINT-DAMIEN-DE-BUCKLAND,1
"RICHMOND, BC V6V",1
BEACON FALLS,1
LAKE HILL,1
BODFISH,1
CLAWSON,1
"NORTH VANCOUVER, BC V7P 2M8",1
ANAHIEM,1
SYKESVILLE,1
MARYVILLE,1
WOOODLAND HILLS,1
NORWOOD,1
SQUAW VALLEY,1
BAY POINT,1
WILKES BARRE,1
DUBUQUE,1
SAN MIGUEL,1
SPRINGDALE,1
HICKORY,1
ALLENDALE,1
GRAY COURT,1
PAMLDALE,1
LYONS,1
BOALSBURG,1
WHITE RIVER JUNCTION,1
KATONAH,1
UPPER MARLBORO,1
HOBART,1
LEANDER,1
MATAM HAIFA ISRAEL 31016,1
KOHLER,1
LIYANG CITY JIANGSU PROVINCE,1
BELL GARDEN,1
"CHEK LAP KOK, LANTAU ISLAND",1
ST CHARLES,1
WEST BRIDGEWATER,1
RJ BRASIL AL 000289,1
ANYANG-SI,1
HUNTERTOWN,1
HELSINKI FINLAND 00520,1
KENNEDY SPACE CENTER,1
KEAAU,1
CHAMBERY,1
RICHMOND  BC  V6W1J3,1
SHIRLEY,1
GLEN ALLEN,1
DICKERSON,1
PUYALLUP,1
VERONA,1
ZEPHYRHILLS,1
LOCKESBURG,1
SAUK CENTRE,1
SELAH,1
SOUTHLAKE,1
DEER VALLEY,1
SISTERS,1
MAPLETREE BUSINESS CITY,1
NORTH MUSKEGON,1
DAVIDSON,1
PLAINSBORO,1
GUILFORD,1
SEWICKLEY,1
RNCHO CORDOVA,1
EWING,1
"TORONTO, ONTARIO M4S 1A1",1
"CHISWICK, LONDON",1
NAUGATUCK,1
PEMBROKE,1
COLLEYVILLE,1
AUSTINTOWN,1
WESTAMPTON,1
SOUTH SALT LAKE,1
MADISON HEIGHTS,1
"TIRUCHIRAPPALLI, TAMIL NADU",1
PEPPER PIKE,1
HUEYTOWN,1
BISMARCK,1
ARROW BEAR,1
PORTER,1
KANKAKEE,1
SUNNYSIDE,1
CLANCY,1
SMITHTOWN,1
BEARBLOSSOM,1
CULVER,1
GLASTONBURY,1
POWDER SPRINGS,1
WOODLAND HILS,1
IOWA CITY,1
ELIZABETH LAKE,1
MOAPA,1
CAPO BEACH,1
TEL AVIV,1
NASSAU,1
VANCOUVER BC,1
EUCLID,1
NAPA VALLEY,1
MAPLE PLAIN,1
KILA,1
GROVE CITY,1
SCARBOROUGH,1
CRANSTON,1
SHREWSBURY,1
NORTH BETHESDA,1
SUNNING HILL SL5 9TG,1
RICHWOOD,1
SEBASTIAN,1
JORDAN,1
PRYOR,1
PORT ORCHARD,1
RIVERHEAD,1
LAMONT,1
SINGAPORE 068808,1
HORSESHOE BEND,1
LOS ALAMOS,1
SURREY BC V3W 2X8,1
LANSING,1
BRANDON,1
PACIFIC,1
FLINTRIDGE,1
LYNN,1
BAYVILLE,1
